Unnamed: 0,condition,district,max_floor,street,num_rooms,region,area,url,num_bathrooms,building_type,floor,ceiling_height
5422,good,Avan,9,Avan-Arinj 1 micro,3,Yerevan,83,http://www.myrealty.am/en/item/22239/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,6,2.8
4466,good,Nor Norq,5,Moldovakan St,4,Yerevan,88,http://www.myrealty.am/en/item/36403/4-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,5,2.6
6366,good,Center,5,Sayat Nova Ave,3,Yerevan,87,http://www.myrealty.am/en/item/11528/apartment-for-sale-in-Yerevan,1,stone,3,3
3873,zero condition,Arabkir,7,Hambardzumyan St,3,Yerevan,105,http://www.myrealty.am/en/item/33153/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,6,2.8
6182,good,Qanaqer-Zeytun,5,Rubinyants St,2,Yerevan,55,http://www.myrealty.am/en/item/32630/2-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,4,3
1189,newly repaired,Qanaqer-Zeytun,9,Droi St,2,Yerevan,46,http://www.myrealty.am/en/item/17275/2-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,3,2.8
4369,newly repaired,Center,14,Argishti St,4,Yerevan,106,http://www.myrealty.am/en/item/36531/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,14,3
4502,newly repaired,Center,10,Saryan St,2,Yerevan,71,http://www.myrealty.am/en/item/16673/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,2,2.8
1261,newly repaired,Davtashen,11,Davtashen 4 district,4,Yerevan,107,http://www.myrealty.am/en/item/34288/4-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,other,4,2.8
4988,newly repaired,Shengavit,5,Arshakunyats Ave,3,Yerevan,110,http://www.myrealty.am/en/item/31528/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,2,stone,3,2.8
2602,newly repaired,Malatia-Sebastia,9,Gusan Sheram St,3,Yerevan,75,http://www.myrealty.am/en/item/17644/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,6,2.8
4516,newly repaired,Avan,14,Tsarav Aghbyur St,2,Yerevan,72,http://www.myrealty.am/en/item/26893/2-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,12,2.8
724,good,Nor Norq,5,Galshoyan St,2,Yerevan,62,http://www.myrealty.am/en/item/22226/2-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,1,2.8
522,newly repaired,Arabkir,5,Aghbyur Serob St,3,Yerevan,87,http://www.myrealty.am/en/item/38040/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,2.8
2508,newly repaired,Davtashen,14,Davtashen 4 district,3,Yerevan,83,http://www.myrealty.am/en/item/5141/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,6,3
6321,good,Avan,14,Tsarav Aghbyur St,3,Yerevan,104,http://www.myrealty.am/en/item/31927/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,2,monolit,8,2.8
4535,newly repaired,Malatia-Sebastia,9,Svachyan str,3,Yerevan,79,http://www.myrealty.am/en/item/7304/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,9,2.8
1155,good,Center,5,Nalbandyan St,3,Yerevan,92,http://www.myrealty.am/en/item/24048/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
3444,newly repaired,Malatia-Sebastia,9,Z.Andranik St,3,Yerevan,114,http://www.myrealty.am/en/item/28202/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,1,2.8
1895,good,Arabkir,5,N. Zaryan St,2,Yerevan,65,http://www.myrealty.am/en/item/16103/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,3.2
5743,newly repaired,Nor Norq,5,Nansen St,3,Yerevan,74,http://www.myrealty.am/en/item/30801/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,stone,2,3
2031,newly repaired,Arabkir,17,N. Zaryan St,3,Yerevan,107,http://www.myrealty.am/en/item/35680/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,15,3
292,good,Arabkir,9,Mamikoniants St,1,Yerevan,42,http://www.myrealty.am/en/item/6299/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,8,2.8
4662,newly repaired,Avan,9,Avan-Arinj 1 micro,1,Yerevan,46,http://www.myrealty.am/en/item/31746/1-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,9,2.8
4382,good,Center,5,Isahakyan St,2,Yerevan,75,http://www.myrealty.am/en/item/16894/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3
4033,newly repaired,Center,5,Tigran Mets Ave,2,Yerevan,58,http://www.myrealty.am/en/item/36352/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,2.8
3429,good,Center,5,A.Manukyan St,2,Yerevan,72,http://www.myrealty.am/en/item/20028/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,2.8
4762,newly repaired,Malatia-Sebastia,5,Araratyan 1 blok,2,Yerevan,57,http://www.myrealty.am/en/item/31909/2-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,stone,4,2.8
4299,good,Arabkir,9,A. Khachatrian St,3,Yerevan,82,http://www.myrealty.am/en/item/23558/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,5,2.8
6330,newly repaired,Center,14,Argishti St,4,Yerevan,111,http://www.myrealty.am/en/item/8027/apartment-for-sale-in-Yerevan,2,monolit,2,3
2626,good,Center,4,M.Khorenatsi St,3,Yerevan,100,http://www.myrealty.am/en/item/33043/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,4,3
2811,newly repaired,Arabkir,5,A. Khachatrian St,3,Yerevan,78,http://www.myrealty.am/en/item/18346/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
3915,newly repaired,Arabkir,5,Hr.Kochar St,3,Yerevan,69,http://www.myrealty.am/en/item/22270/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
118,newly repaired,Qanaqer-Zeytun,5,Davit Anhaxt St,3,Yerevan,77,http://www.myrealty.am/en/item/17415/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,5,2.8
5061,zero condition,Center,8,Mashtots Ave,3,Yerevan,100,http://www.myrealty.am/en/item/35320/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,4,3
2633,zero condition,Center,14,Tsitsernakaberd Highway,3,Yerevan,119,http://www.myrealty.am/en/item/31320/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,6,3
601,good,Arabkir,16,Kievyan St,3,Yerevan,100,http://www.myrealty.am/en/item/1751/apartment-for-sale-in-Yerevan,1,monolit,9,3
6293,newly repaired,Arabkir,16,Komitas Ave,3,Yerevan,103,http://www.myrealty.am/en/item/36867/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,13,3
3013,zero condition,Center,9,E. Qochar St,1,Yerevan,45,http://www.myrealty.am/en/item/36319/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,2,2.8
3226,good,Center,10,Zakyan St,2,Yerevan,72,http://www.myrealty.am/en/item/35693/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,panel,7,3
1467,newly repaired,Arabkir,5,Komitas Ave,1,Yerevan,35,http://www.myrealty.am/en/item/33490/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,3
3357,newly repaired,Arabkir,5,Komitas Ave,2,Yerevan,60,http://www.myrealty.am/en/item/33899/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,3
3362,newly repaired,Shengavit,10,Arshakunyats Ave,3,Yerevan,90,http://www.myrealty.am/en/item/1679/apartment-for-sale-in-Yerevan,1,panel,4,2.8
4133,newly repaired,Arabkir,5,Hr.Kochar St,3,Yerevan,86,http://www.myrealty.am/en/item/33021/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,stone,1,2.8
3365,newly repaired,Center,5,Baghramyan Ave (Kentron),2,Yerevan,61,http://www.myrealty.am/en/item/27867/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.2
5151,newly repaired,Center,6,Teryan St,3,Yerevan,87,http://www.myrealty.am/en/item/6279/apartment-for-sale-in-Yerevan,2,stone,6,2.8
1487,good,Center,9,E. Qochar St,3,Yerevan,75,http://www.myrealty.am/en/item/33935/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,2,2.8
6437,newly repaired,Center,6,M.Khorenatsi St,4,Yerevan,115,http://www.myrealty.am/en/item/16043/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,3,2.8
3149,newly repaired,Arabkir,5,Hambardzumyan St,3,Yerevan,100,http://www.myrealty.am/en/item/15154/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
2169,good,Center,16,Rostom St,3,Yerevan,84,http://www.myrealty.am/en/item/37337/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,4,2.8
6156,newly repaired,Center,4,Heratsi St,3,Yerevan,78,http://www.myrealty.am/en/item/15952/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,3,3
1422,newly repaired,Davtashen,16,Sasna tsrer St,3,Yerevan,90,http://www.myrealty.am/en/item/37695/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,2,monolit,14,3
2212,newly repaired,Arabkir,13,Komitas Ave,3,Yerevan,70,http://www.myrealty.am/en/item/8558/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,13,3
3808,good,Center,4,Tigran Mets Ave,3,Yerevan,87,http://www.myrealty.am/en/item/5533/apartment-for-sale-in-Yerevan,1,stone,4,3.2
6051,newly repaired,Arabkir,13,Mamikoniants St,4,Yerevan,130,http://www.myrealty.am/en/item/31738/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,other,3,3
1518,newly repaired,Center,10,Tumanyan St,2,Yerevan,46,http://www.myrealty.am/en/item/29066/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,8,2.8
531,newly repaired,Center,5,Baghramyan Ave (Kentron),3,Yerevan,72,http://www.myrealty.am/en/item/37986/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,2.8
2264,zero condition,Center,18,Yekmalyan St,1,Yerevan,42,http://www.myrealty.am/en/item/29928/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,6,3
6248,newly repaired,Center,11,Nalbandyan St,3,Yerevan,91,http://www.myrealty.am/en/item/13727/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,4,3
3372,good,Arabkir,5,Griboedov St,3,Yerevan,97,http://www.myrealty.am/en/item/37525/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
6148,newly repaired,Arabkir,6,N. Zaryan St,3,Yerevan,76,http://www.myrealty.am/en/item/33429/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,1,3
4485,good,Davtashen,16,Davtashen 3 district,3,Yerevan,95,http://www.myrealty.am/en/item/30255/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,4,2.8
271,newly repaired,Avan,9,Isahakyan district,1,Yerevan,54,http://www.myrealty.am/en/item/35643/1-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,5,2.8
6549,zero condition,Arabkir,16,A. Avetisyan St,4,Yerevan,120,http://www.myrealty.am/en/item/13931/Apartment-for-sale-in-Yerevan,2,panel,4,2.8
1157,zero condition,Arabkir,18,Baghramyan av(Arabkir),3,Yerevan,118,http://www.myrealty.am/en/item/15377/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,11,3.2
609,good,Center,4,Mashtots Ave,3,Yerevan,82,http://www.myrealty.am/en/item/2324/apartment-for-sale-in-Yerevan,1,other,1,2.8
4905,newly repaired,Arabkir,8,A. Avetisyan St,3,Yerevan,97,http://www.myrealty.am/en/item/30158/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
4734,good,Arabkir,5,Komitas Ave,4,Yerevan,103,http://www.myrealty.am/en/item/32339/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,3,2.8
1539,newly repaired,Arabkir,5,Griboedov St,2,Yerevan,46,http://www.myrealty.am/en/item/32694/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
5352,newly repaired,Center,9,Saryan St,2,Yerevan,70,http://www.myrealty.am/en/item/28935/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,4,3
6622,newly repaired,Center,14,Amiryan St,1,Yerevan,40,http://www.myrealty.am/en/item/24634/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,6,3
6139,good,Arabkir,12,Arabkir 19 St,3,Yerevan,91,http://www.myrealty.am/en/item/17631/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,9,2.8
3115,good,Arabkir,13,A. Khachatrian St,3,Yerevan,75,http://www.myrealty.am/en/item/24825/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,8,2.8
840,zero condition,Center,10,Nalbandyan St,3,Yerevan,132,http://www.myrealty.am/en/item/22823/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,10,3
4784,newly repaired,Shengavit,4,Artashisyan St,4,Yerevan,75,http://www.myrealty.am/en/item/25679/4-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,3,2.8
5692,zero condition,Avan,3,Tsarav Aghbyur St,3,Yerevan,86,http://www.myrealty.am/en/item/26800/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,2,monolit,1,3
5996,newly repaired,Center,6,Tumanyan St,3,Yerevan,100,http://www.myrealty.am/en/item/26782/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,6,3.2
967,good,Arabkir,16,Baghramyan av(Arabkir),3,Yerevan,97,http://www.myrealty.am/en/item/23135/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,7,2.8
305,good,Arabkir,5,Azatutyan Ave,1,Yerevan,38,http://www.myrealty.am/en/item/36094/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,2.8
3026,newly repaired,Center,12,M.Khorenatsi St,2,Yerevan,51,http://www.myrealty.am/en/item/27092/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,12,2.8
2521,good,Center,7,Bryusov St,3,Yerevan,58,http://www.myrealty.am/en/item/35713/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,4,2.8
5256,newly repaired,Center,4,Mashtots Ave,4,Yerevan,92,http://www.myrealty.am/en/item/27885/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,3.2
6491,newly repaired,Center,5,Sayat Nova Ave,3,Yerevan,109,http://www.myrealty.am/en/item/26198/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3
379,good,Nor Norq,5,D. Malyan St,3,Yerevan,80,http://www.myrealty.am/en/item/30154/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,stone,2,2.8
1091,newly repaired,Arabkir,13,Komitas Ave,3,Yerevan,136,http://www.myrealty.am/en/item/17893/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,10,3
2227,good,Arabkir,14,Hovsep Emin St,3,Yerevan,80,http://www.myrealty.am/en/item/31101/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,3,panel,4,2.8
5031,newly repaired,Center,5,Tigran Mets Ave,3,Yerevan,130,http://www.myrealty.am/en/item/30884/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
2594,newly repaired,Arabkir,5,Komitas Ave,2,Yerevan,57,http://www.myrealty.am/en/item/21956/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
3669,newly repaired,Arabkir,5,V.Papazyan St,2,Yerevan,58,http://www.myrealty.am/en/item/30333/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
4027,good,Center,16,Aghayan St,1,Yerevan,49,http://www.myrealty.am/en/item/31536/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,14,2.8
1790,newly repaired,Arabkir,16,Kievyan St,3,Yerevan,100,http://www.myrealty.am/en/item/34729/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,9,3
849,newly repaired,Arabkir,8,Orbeli Yeghbayrner   St,2,Yerevan,48,http://www.myrealty.am/en/item/29283/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,7,2.8
2013,newly repaired,Center,5,Mashtots Ave,3,Yerevan,102,http://www.myrealty.am/en/item/16501/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,3.2
2107,newly repaired,Center,11,Lalayants st,2,Yerevan,46,http://www.myrealty.am/en/item/17170/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,11,2.8
2461,good,Center,10,NarDos St,3,Yerevan,125,http://www.myrealty.am/en/item/36351/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,8,2.8
1632,good,Nor Norq,12,Lvovyan St,3,Yerevan,88,http://www.myrealty.am/en/item/6972/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,monolit,3,2.8
5746,newly repaired,Arabkir,5,Hr.Kochar St,3,Yerevan,90,http://www.myrealty.am/en/item/27414/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,3,3
2381,newly repaired,Davtashen,11,Sasna tsrer St,2,Yerevan,42,http://www.myrealty.am/en/item/36945/2-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,monolit,3,3
784,good,Malatia-Sebastia,14,Z.Andranik St,3,Yerevan,83,http://www.myrealty.am/en/item/25482/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,1,2.8
6225,newly repaired,Center,4,Tigran Mets Ave,2,Yerevan,41,http://www.myrealty.am/en/item/33395/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,2.8
786,newly repaired,Malatia-Sebastia,14,Z.Andranik St,3,Yerevan,87,http://www.myrealty.am/en/item/27908/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,14,2.8
3250,newly repaired,Center,6,Hanrapetutyan St,2,Yerevan,60,http://www.myrealty.am/en/item/38109/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,6,2.8
1213,newly repaired,Center,5,Teryan St,3,Yerevan,98,http://www.myrealty.am/en/item/32847/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,2,3
6209,good,Nor Norq,5,Moldovakan St,2,Yerevan,58,http://www.myrealty.am/en/item/9665/apartment-for-sale-in-Yerevan,1,stone,5,2.8
3147,newly repaired,Avan,13,Tsarav Aghbyur St,3,Yerevan,104,http://www.myrealty.am/en/item/36070/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,8,2.8
5055,good,Malatia-Sebastia,16,Tserenc St,3,Yerevan,90,http://www.myrealty.am/en/item/25790/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,other,9,2.8
1582,newly repaired,Arabkir,3,A. Khachatrian St,3,Yerevan,97,http://www.myrealty.am/en/item/35237/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,2,2.8
4203,newly repaired,Arabkir,12,Hambardzumyan St,2,Yerevan,72,http://www.myrealty.am/en/item/26787/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,3,3
3958,newly repaired,Arabkir,9,Komitas Ave,2,Yerevan,73,http://www.myrealty.am/en/item/29337/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,3,2.8
3293,newly repaired,Center,14,Argishti St,3,Yerevan,77,http://www.myrealty.am/en/item/7151/apartment-for-sale-in-Yerevan,1,monolit,6,2.8
242,newly repaired,Achapnyak,16,Norashen district,4,Yerevan,96,http://www.myrealty.am/en/item/2038/apartment-for-sale-in-Yerevan,1,panel,14,2.8
272,good,Avan,9,Avan-Arinj 1 micro,1,Yerevan,47,http://www.myrealty.am/en/item/27232/1-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,5,2.8
277,newly repaired,Shengavit,5,Artashisyan St,1,Yerevan,30,http://www.myrealty.am/en/item/32652/1-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,2,2.8
6309,zero condition,Arabkir,9,Komitas Ave,3,Yerevan,81,http://www.myrealty.am/en/item/14552/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,8,2.8
2739,good,Center,5,Vardanants St,3,Yerevan,105,http://www.myrealty.am/en/item/20095/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,2.8
5649,newly repaired,Malatia-Sebastia,14,Z.Andranik St,2,Yerevan,65,http://www.myrealty.am/en/item/34192/2-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,9,2.8
4317,good,Arabkir,5,Hr.Kochar St,3,Yerevan,73,http://www.myrealty.am/en/item/14585/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
6444,newly repaired,Center,5,Nalbandyan St,4,Yerevan,145,http://www.myrealty.am/en/item/6533/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,1,2.8
1057,newly repaired,Arabkir,7,Mamikoniants St,2,Yerevan,47,http://www.myrealty.am/en/item/17602/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
6555,newly repaired,Center,16,E. Qochar St,2,Yerevan,78,http://www.myrealty.am/en/item/7196/apartment-for-sale-in-Yerevan,1,panel,8,2.8
380,newly repaired,Achapnyak,5,Bashinjaxyan St,5,Yerevan,105,http://www.myrealty.am/en/item/33925/5-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,stone,1,2.8
1331,newly repaired,Arabkir,7,Kievyan St,3,Yerevan,75,http://www.myrealty.am/en/item/28283/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,3
6132,good,Center,5,Mashtots Ave,2,Yerevan,68,http://www.myrealty.am/en/item/445/Apartment-for-sale-in-Yerevan,1,stone,4,2.8
1560,good,Malatia-Sebastia,14,Z.Andranik St,3,Yerevan,83,http://www.myrealty.am/en/item/35788/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,3,2.8
1600,good,Arabkir,5,Komitas Ave,4,Yerevan,114,http://www.myrealty.am/en/item/35898/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,stone,3,3
5882,good,Center,4,Mashtots Ave,4,Yerevan,110,http://www.myrealty.am/en/item/17293/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,4,3.2
1769,newly repaired,Arabkir,9,Komitas Ave,1,Yerevan,42,http://www.myrealty.am/en/item/24777/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,4,2.8
5448,newly repaired,Center,6,Zakyan St,2,Yerevan,60,http://www.myrealty.am/en/item/27777/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,2.8
2578,newly repaired,Arabkir,9,Aygedzor St,3,Yerevan,147,http://www.myrealty.am/en/item/23707/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,panel,3,2.8
4057,newly repaired,Center,4,Tigran Mets Ave,3,Yerevan,86,http://www.myrealty.am/en/item/35679/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,2.8
1159,newly repaired,Arabkir,5,Aygektsi St,3,Yerevan,122,http://www.myrealty.am/en/item/21844/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,3.2
2623,zero condition,Center,18,Tsitsernakaberd Highway,3,Yerevan,112,http://www.myrealty.am/en/item/34625/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,12,3
6169,good,Arabkir,8,Baghramyan av(Arabkir),2,Yerevan,44,http://www.myrealty.am/en/item/7114/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,5,2.8
2819,good,Center,5,Mashtots Ave,3,Yerevan,70,http://www.myrealty.am/en/item/15119/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.2
5787,good,Arabkir,14,Hovsep Emin St,3,Yerevan,76,http://www.myrealty.am/en/item/35260/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,7,2.8
2950,good,Qanaqer-Zeytun,4,Davit Anhaxt St,3,Yerevan,63,http://www.myrealty.am/en/item/32385/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,2,2.8
4963,good,Qanaqer-Zeytun,4,Davit Anhaxt St,3,Yerevan,75,http://www.myrealty.am/en/item/30143/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,4,2.8
5550,good,Center,4,Sayat Nova Ave,3,Yerevan,96,http://www.myrealty.am/en/item/23749/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
624,good,Nor Norq,5,Gyuliqevxyan St,3,Yerevan,67,http://www.myrealty.am/en/item/36525/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,stone,1,2.8
804,newly repaired,Center,10,Koryun St,1,Yerevan,44,http://www.myrealty.am/en/item/8693/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,3
997,good,Shengavit,3,Mayisi 9 St,2,Yerevan,66,http://www.myrealty.am/en/item/31034/2-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,3,2.8
5425,newly repaired,Achapnyak,5,Abelyan St,3,Yerevan,75,http://www.myrealty.am/en/item/20294/3-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,2,stone,1,2.8
1330,zero condition,Erebuni,10,Sari Tagh 7th st,3,Yerevan,104,http://www.myrealty.am/en/item/27221/3-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,monolit,3,3.2
2455,good,Qanaqer-Zeytun,9,Tbilisian hightway (Qanaqer-Zeytun),3,Yerevan,85,http://www.myrealty.am/en/item/24273/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,6,2.8
5757,newly repaired,Malatia-Sebastia,7,A. Babajanyan St,4,Yerevan,110,http://www.myrealty.am/en/item/30220/4-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,2,monolit,7,2.8
684,good,Center,10,M.Khorenatsi St,1,Yerevan,41,http://www.myrealty.am/en/item/23737/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,10,2.8
1768,good,Shengavit,5,Exbayrutyan St,3,Yerevan,82,http://www.myrealty.am/en/item/23720/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,4,2.8
5177,good,Center,12,NarDos St,1,Yerevan,80,http://www.myrealty.am/en/item/35852/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,5,2.8
4573,newly repaired,Arabkir,5,Komitas Ave,2,Yerevan,60,http://www.myrealty.am/en/item/35389/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,3.2
